,Group,Maker/Brand,Type,Segment,Model,Month,Sales,Monthly_Segment_Sales,Percentage_Contribution
998,Suzuki,Suzuki,Cars,A,Alto,2020-12-01,18954,75262,25.1840238101565
999,Suzuki,Suzuki,Cars,A,Celerio,2020-12-01,7451,75262,9.90008237888975
1000,Suzuki,Suzuki,Cars,A,Wagon R,2020-12-01,17714,75262,23.5364460152534
1001,Suzuki,Suzuki,Cars,B,Dzire,2020-12-01,15269,48703,31.3512514629489
1002,Suzuki,Suzuki,Cars,B,Swift,2020-12-01,19512,48703,40.0632404574667
1003,Suzuki,Suzuki,Cars,C,Baleno,2020-12-01,19812,36220,54.6990612921038
1004,Suzuki,Suzuki,Cars,C,Ciaz,2020-12-01,1375,36220,3.79624516841524
1005,Suzuki,Suzuki,Cars,SUV-B,Ignis,2020-12-01,3255,23818,13.6661348559913
1006,Suzuki,Suzuki,UVs/MPVs,SUV-B,SX4 S-CROSS,2020-12-01,462,23818,1.93970946343102
1007,Suzuki,Suzuki,UVs/MPVs,SUV-B,Vitara Brezza,2020-12-01,13023,23818,54.6771349399614
1008,Suzuki,Suzuki,UVs/MPVs,MPV,Eeco,2020-12-01,11219,23164,48.432913141081
1009,Suzuki,Suzuki,UVs/MPVs,MPV,Ertiga,2020-12-01,9585,23164,41.3788637541012
1010,VW Group,Skoda,Cars,C,Octavia (Laura),2020-12-01,0,36220,0
1011,VW Group,Skoda,Cars,D,Skoda Superb,2020-12-01,25,87,28.735632183908
1012,VW Group,Skoda,UVs/MPVs,SUV-C,Kodiaq,2020-12-01,1,22311,0.004482094034333
1013,Toyota Group,Toyota,Cars,D,Camry,2020-12-01,62,87,71.264367816092
1014,Toyota Group,Toyota,UVs/MPVs,SUV-D,Fortuner,2020-12-01,573,5969,9.5995979226001
1015,Toyota Group,Toyota,UVs/MPVs,MPV,Innova,2020-12-01,2256,23164,9.73925056121568
1016,Honda,Honda,Cars,A,Amaze,2020-12-01,4850,75262,6.4441550849034
1017,Honda,Honda,Cars,B,Fit (Jazz),2020-12-01,721,48703,1.48040161797015
1018,Honda,Honda,Cars,C,City,2020-12-01,3187,36220,8.79900607399227
1019,Honda,Honda,UVs/MPVs,SUV-B,WR-V,2020-12-01,1049,23818,4.40423209337476
1020,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-A,KUV100,2020-12-01,389,389,100
1021,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Scorpio,2020-12-01,3503,22311,15.7007754022679
1022,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Thar,2020-12-01,2007,22311,8.99556272690601
1023,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-D,Bolero,2020-12-01,5396,5969,90.4004020773999
1024,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Maxximo,2020-12-01,223,344,64.8255813953489
1025,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Supro,2020-12-01,121,344,35.1744186046512
1026,VW Group,VW,Cars,B,Polo,2020-12-01,2300,48703,4.72250169394083
1027,VW Group,VW,Cars,C,Vento,2020-12-01,3392,36220,9.36499171728327
1028,Tata Group,Tata,Cars,A,Tiago,2020-12-01,5508,75262,7.31843426961813
1029,Tata Group,Tata,Cars,B,Tigor,2020-12-01,1403,48703,2.8807260333039
1030,Tata Group,Tata,UVs/MPVs,SUV-B,Nexon,2020-12-01,6029,23818,25.3127886472416
1031,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2020-12-01,5369,75262,7.13374611357657
1032,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2019-01-01,1272,82845,1.53539742893355
1033,Renault-Nissan Alliance,Datsun,Cars,B,Go,2019-01-01,1314,65155,2.0167293377331
1034,Renault-Nissan Alliance,Datsun,UVs/MPVs,MPV,Go+,2019-01-01,536,24055,2.22822697983787
1035,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2019-01-01,10109,82845,12.2023055102903
1036,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2019-01-01,1884,65155,2.89156626506024
1037,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2019-01-01,10189,65155,15.6380937763794
1038,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2019-01-01,6039,44278,13.6388274086454
1039,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2019-01-01,10421,17162,60.7213611467195
1040,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2019-01-01,60,17162,0.349609602610418
1041,Suzuki,Suzuki,Cars,A,Alto,2019-01-01,27408,82845,33.0834691290965
1042,Suzuki,Suzuki,Cars,A,Celerio,2019-01-01,10801,82845,13.0376003379806
1043,Suzuki,Suzuki,Cars,A,Wagon R,2019-01-01,13061,82845,15.7655863359285
1044,Suzuki,Suzuki,Cars,B,Dzire,2019-01-01,23424,65155,35.9511933082649
1045,Suzuki,Suzuki,Cars,B,Swift,2019-01-01,22880,65155,35.1162612232369
1046,Suzuki,Suzuki,Cars,C,Baleno,2019-01-01,25788,44278,58.2411129680654
1047,Suzuki,Suzuki,Cars,C,Ciaz,2019-01-01,2347,44278,5.30060074980803
1048,Suzuki,Suzuki,Cars,SUV-B,Ignis,2019-01-01,4509,37011,12.1828645537813
1049,Suzuki,Suzuki,UVs/MPVs,SUV-B,SX4 S-CROSS,2019-01-01,3288,37011,8.88384534327632
1050,Suzuki,Suzuki,UVs/MPVs,SUV-B,Vitara Brezza,2019-01-01,20954,37011,56.6156007673394
1051,Suzuki,Suzuki,UVs/MPVs,MPV,Eeco,2019-01-01,9032,24055,37.5472874662232
1052,Suzuki,Suzuki,UVs/MPVs,MPV,Ertiga,2019-01-01,7285,24055,30.2847640823114
1053,VW Group,Skoda,Cars,C,Octavia (Laura),2019-01-01,313,44278,0.706897330502733
1054,VW Group,Skoda,Cars,D,Skoda Superb,2019-01-01,158,203,77.8325123152709
1055,VW Group,Skoda,UVs/MPVs,SUV-C,Kodiaq,2019-01-01,242,17162,1.41009206386202
1056,Toyota Group,Toyota,Cars,D,Camry,2019-01-01,45,203,22.1674876847291
1057,Toyota Group,Toyota,UVs/MPVs,SUV-D,Fortuner,2019-01-01,1471,10387,14.1619331857129
1058,Toyota Group,Toyota,UVs/MPVs,MPV,Innova,2019-01-01,7202,24055,29.9397214716275
1059,Honda,Honda,Cars,A,Amaze,2019-01-01,7227,82845,8.72351982618142
1060,Honda,Honda,Cars,B,Fit (Jazz),2019-01-01,1496,65155,2.29606323382703
1061,Honda,Honda,Cars,C,City,2019-01-01,5043,44278,11.3894033154162
1062,Honda,Honda,UVs/MPVs,SUV-B,WR-V,2019-01-01,3165,37011,8.55151171273405
1063,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-A,KUV100,2019-01-01,1404,1404,100
1064,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Scorpio,2019-01-01,5691,17162,33.1604708075982
1065,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Thar,2019-01-01,748,17162,4.35846637920988
1066,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-D,Bolero,2019-01-01,8916,10387,85.8380668142871
1067,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Maxximo,2019-01-01,190,941,20.1912858660999
1068,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Supro,2019-01-01,751,941,79.8087141339001
1069,VW Group,VW,Cars,B,Polo,2019-01-01,1603,65155,2.46028700790423
1070,VW Group,VW,Cars,C,Vento,2019-01-01,4748,44278,10.7231582275622
1071,Tata Group,Tata,Cars,A,Tiago,2019-01-01,8041,82845,9.70607761482286
1072,Tata Group,Tata,Cars,B,Tigor,2019-01-01,2365,65155,3.6298058475942
1073,Tata Group,Tata,UVs/MPVs,SUV-B,Nexon,2019-01-01,5095,37011,13.7661776228689
1074,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2019-01-01,4926,82845,5.94604381676625
1075,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2019-02-01,1135,91386,1.24198454905565
1076,Renault-Nissan Alliance,Datsun,Cars,B,Go,2019-02-01,1174,53716,2.18556854568471
1077,Renault-Nissan Alliance,Datsun,UVs/MPVs,MPV,Go+,2019-02-01,729,24803,2.93916058541305
1078,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2019-02-01,15923,91386,17.4238942507605
1079,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2019-02-01,3353,53716,6.2420880184675
1080,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2019-02-01,12874,53716,23.9667882939906
1081,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2019-02-01,6230,37160,16.7653390742734
1082,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2019-02-01,13223,18383,71.9305880433009
1083,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2019-02-01,125,18383,0.679976064842518
1084,Suzuki,Suzuki,Cars,A,Alto,2019-02-01,28220,91386,30.8800035016304
1085,Suzuki,Suzuki,Cars,A,Celerio,2019-02-01,10406,91386,11.3868645087869
1086,Suzuki,Suzuki,Cars,A,Wagon R,2019-02-01,15276,91386,16.7159083448231
1087,Suzuki,Suzuki,Cars,B,Dzire,2019-02-01,16008,53716,29.801176558195
1088,Suzuki,Suzuki,Cars,B,Swift,2019-02-01,15633,53716,29.103060540621
1089,Suzuki,Suzuki,Cars,C,Baleno,2019-02-01,19750,37160,53.1485468245425
1090,Suzuki,Suzuki,Cars,C,Ciaz,2019-02-01,2729,37160,7.34391819160388
1091,Suzuki,Suzuki,Cars,SUV-B,Ignis,2019-02-01,2483,22537,11.0174379908595
1092,Suzuki,Suzuki,UVs/MPVs,SUV-B,SX4 S-CROSS,2019-02-01,1532,22537,6.79771043173448
1093,Suzuki,Suzuki,UVs/MPVs,SUV-B,Vitara Brezza,2019-02-01,10485,22537,46.5234946976084
1094,Suzuki,Suzuki,UVs/MPVs,MPV,Eeco,2019-02-01,9663,24803,38.9589968955368
1095,Suzuki,Suzuki,UVs/MPVs,MPV,Ertiga,2019-02-01,8129,24803,32.7742611780833
1096,VW Group,Skoda,Cars,C,Octavia (Laura),2019-02-01,116,37160,0.31216361679225
1097,VW Group,Skoda,Cars,D,Skoda Superb,2019-02-01,68,109,62.3853211009174
1098,VW Group,Skoda,UVs/MPVs,SUV-C,Kodiaq,2019-02-01,94,18383,0.511342000761573
1099,Toyota Group,Toyota,Cars,D,Camry,2019-02-01,41,109,37.6146788990826
1100,Toyota Group,Toyota,UVs/MPVs,SUV-D,Fortuner,2019-02-01,1802,9982,18.0524944900821
1101,Toyota Group,Toyota,UVs/MPVs,MPV,Innova,2019-02-01,6282,24803,25.3275813409668
1102,Honda,Honda,Cars,A,Amaze,2019-02-01,6556,91386,7.17396537762896
1103,Honda,Honda,Cars,B,Fit (Jazz),2019-02-01,1359,53716,2.52997244768784
1104,Honda,Honda,Cars,C,City,2019-02-01,3462,37160,9.31646932185145
1105,Honda,Honda,UVs/MPVs,SUV-B,WR-V,2019-02-01,2774,22537,12.3086480010649
1106,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-A,KUV100,2019-02-01,1091,1091,100
1107,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Scorpio,2019-02-01,4256,18383,23.151825055758
1108,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Thar,2019-02-01,685,18383,3.726268835337
1109,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-D,Bolero,2019-02-01,8180,9982,81.9475055099178
1110,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Maxximo,2019-02-01,188,1056,17.8030303030303
1111,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Supro,2019-02-01,868,1056,82.1969696969697
1112,VW Group,VW,Cars,B,Polo,2019-02-01,2056,53716,3.82753741901854
1113,VW Group,VW,Cars,C,Vento,2019-02-01,4873,37160,13.1135629709365
1114,Tata Group,Tata,Cars,A,Tiago,2019-02-01,8286,91386,9.06703433786357
1115,Tata Group,Tata,Cars,B,Tigor,2019-02-01,1259,53716,2.3438081763348
1116,Tata Group,Tata,UVs/MPVs,SUV-B,Nexon,2019-02-01,5263,22537,23.3527088787327
1117,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2019-02-01,5584,91386,6.1103451294509
1118,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2019-03-01,481,78259,0.614625793838408
1119,Renault-Nissan Alliance,Datsun,Cars,B,Go,2019-03-01,195,55447,0.351687196782513
1120,Renault-Nissan Alliance,Datsun,UVs/MPVs,MPV,Go+,2019-03-01,98,23957,0.409066243686605
1121,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2019-03-01,17045,78259,21.7802425280159
1122,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2019-03-01,3327,55447,6.00032463433549
1123,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2019-03-01,14849,55447,26.7805291539669
1124,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2019-03-01,9409,45963,20.4708134804082
1125,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2019-03-01,14993,21650,69.2517321016166
1126,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2019-03-01,150,21650,0.69284064665127
1127,Suzuki,Suzuki,Cars,A,Alto,2019-03-01,17438,78259,22.2824211911729
1128,Suzuki,Suzuki,Cars,A,Celerio,2019-03-01,7570,78259,9.67300885521154
1129,Suzuki,Suzuki,Cars,A,Wagon R,2019-03-01,14512,78259,18.5435540960145
1130,Suzuki,Suzuki,Cars,B,Dzire,2019-03-01,19163,55447,34.5609320612477
1131,Suzuki,Suzuki,Cars,B,Swift,2019-03-01,14566,55447,26.2701318376107
1132,Suzuki,Suzuki,Cars,C,Baleno,2019-03-01,23505,45963,51.1389595979375
1133,Suzuki,Suzuki,Cars,C,Ciaz,2019-03-01,3205,45963,6.97300002175663
1134,Suzuki,Suzuki,Cars,SUV-B,Ignis,2019-03-01,1847,18665,9.89552638628449
1135,Suzuki,Suzuki,UVs/MPVs,SUV-B,SX4 S-CROSS,2019-03-01,896,18665,4.8004286096973
1136,Suzuki,Suzuki,UVs/MPVs,SUV-B,Vitara Brezza,2019-03-01,7905,18665,42.351995713903
1137,Suzuki,Suzuki,UVs/MPVs,MPV,Eeco,2019-03-01,8858,23957,36.9745794548566
1138,Suzuki,Suzuki,UVs/MPVs,MPV,Ertiga,2019-03-01,8918,23957,37.2250281754811
1139,VW Group,Skoda,Cars,C,Octavia (Laura),2019-03-01,280,45963,0.609185649326632
1140,VW Group,Skoda,Cars,D,Skoda Superb,2019-03-01,119,180,66.1111111111111
1141,VW Group,Skoda,UVs/MPVs,SUV-C,Kodiaq,2019-03-01,136,21650,0.628175519630485
1142,Toyota Group,Toyota,Cars,D,Camry,2019-03-01,61,180,33.8888888888889
1143,Toyota Group,Toyota,UVs/MPVs,SUV-D,Fortuner,2019-03-01,1840,9734,18.9028148756934
1144,Toyota Group,Toyota,UVs/MPVs,MPV,Innova,2019-03-01,6083,23957,25.3913261259757
1145,Honda,Honda,Cars,A,Amaze,2019-03-01,7764,78259,9.92090366603202
1146,Honda,Honda,Cars,B,Fit (Jazz),2019-03-01,862,55447,1.55463776218731
1147,Honda,Honda,Cars,C,City,2019-03-01,3863,45963,8.40458629767422
1148,Honda,Honda,UVs/MPVs,SUV-B,WR-V,2019-03-01,2401,18665,12.8636485400482
1149,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-A,KUV100,2019-03-01,887,887,100
1150,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Scorpio,2019-03-01,5580,21650,25.7736720554272
1151,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Thar,2019-03-01,791,21650,3.65357967667437
1152,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-D,Bolero,2019-03-01,7894,9734,81.0971851243066
1153,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Maxximo,2019-03-01,157,1123,13.9804096170971
1154,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Supro,2019-03-01,966,1123,86.0195903829029
1155,VW Group,VW,Cars,B,Polo,2019-03-01,1249,55447,2.25260158349415
1156,VW Group,VW,Cars,C,Vento,2019-03-01,5701,45963,12.4034549528969
1157,Tata Group,Tata,Cars,A,Tiago,2019-03-01,6884,78259,8.79643235921747
1158,Tata Group,Tata,Cars,B,Tigor,2019-03-01,1236,55447,2.22915577037531
1159,Tata Group,Tata,UVs/MPVs,SUV-B,Nexon,2019-03-01,5616,18665,30.088400750067
1160,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2019-03-01,6565,78259,8.3888115104972
1161,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2019-04-01,1008,76018,1.32600173643085
1162,Renault-Nissan Alliance,Datsun,Cars,B,Go,2019-04-01,324,58006,0.558562907285453
1163,Renault-Nissan Alliance,Datsun,UVs/MPVs,MPV,Go+,2019-04-01,795,25975,3.06063522617902
1164,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2019-04-01,13240,76018,17.4169275697861
1165,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2019-04-01,2948,58006,5.08223287246147
1166,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2019-04-01,14130,58006,24.3595490121712
1167,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2019-04-01,10075,42879,23.496350194734
1168,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2019-04-01,14281,19365,73.7464497805319
1169,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2019-04-01,120,19365,0.619674670797831
1170,Suzuki,Suzuki,Cars,A,Alto,2019-04-01,22717,76018,29.8837117524797
1171,Suzuki,Suzuki,Cars,A,Celerio,2019-04-01,9120,76018,11.9971585677076
1172,Suzuki,Suzuki,Cars,A,Wagon R,2019-04-01,10952,76018,14.4071141045542
1173,Suzuki,Suzuki,Cars,B,Dzire,2019-04-01,20811,58006,35.877323035548
1174,Suzuki,Suzuki,Cars,B,Swift,2019-04-01,16994,58006,29.2969692790401
1175,Suzuki,Suzuki,Cars,C,Baleno,2019-04-01,20308,42879,47.361179131976
1176,Suzuki,Suzuki,Cars,C,Ciaz,2019-04-01,3314,42879,7.72872501690804
1177,Suzuki,Suzuki,Cars,SUV-B,Ignis,2019-04-01,3915,25440,15.3891509433962
1178,Suzuki,Suzuki,UVs/MPVs,SUV-B,SX4 S-CROSS,2019-04-01,3052,25440,11.996855345912
1179,Suzuki,Suzuki,UVs/MPVs,SUV-B,Vitara Brezza,2019-04-01,12578,25440,49.4418238993711
1180,Suzuki,Suzuki,UVs/MPVs,MPV,Eeco,2019-04-01,10688,25975,41.1472569778633
1181,Suzuki,Suzuki,UVs/MPVs,MPV,Ertiga,2019-04-01,8886,25975,34.2098171318576
1182,VW Group,Skoda,Cars,C,Octavia (Laura),2019-04-01,380,42879,0.88621469717111
1183,VW Group,Skoda,Cars,D,Skoda Superb,2019-04-01,110,141,78.0141843971631
1184,VW Group,Skoda,UVs/MPVs,SUV-C,Kodiaq,2019-04-01,250,19365,1.29098889749548
1185,Toyota Group,Toyota,Cars,D,Camry,2019-04-01,31,141,21.9858156028369
1186,Toyota Group,Toyota,UVs/MPVs,SUV-D,Fortuner,2019-04-01,1487,6863,21.6669095147895
1187,Toyota Group,Toyota,UVs/MPVs,MPV,Innova,2019-04-01,5606,25975,21.5822906641001
1188,Honda,Honda,Cars,A,Amaze,2019-04-01,6633,76018,8.72556499776369
1189,Honda,Honda,Cars,B,Fit (Jazz),2019-04-01,600,58006,1.03437575423232
1190,Honda,Honda,Cars,C,City,2019-04-01,2081,42879,4.85319153898179
1191,Honda,Honda,UVs/MPVs,SUV-B,WR-V,2019-04-01,1919,25440,7.54323899371069
1192,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-A,KUV100,2019-04-01,1005,1005,100
1193,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Scorpio,2019-04-01,4429,19365,22.87115930803
1194,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Thar,2019-04-01,285,19365,1.47172734314485
1195,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-D,Bolero,2019-04-01,5376,6863,78.3330904852106
1196,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Maxximo,2019-04-01,7,828,0.845410628019324
1197,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Supro,2019-04-01,821,828,99.1545893719807
1198,VW Group,VW,Cars,B,Polo,2019-04-01,1679,58006,2.89452815226011
1199,VW Group,VW,Cars,C,Vento,2019-04-01,6721,42879,15.674339420229
1200,Tata Group,Tata,Cars,A,Tiago,2019-04-01,5308,76018,6.98255676287195
1201,Tata Group,Tata,Cars,B,Tigor,2019-04-01,520,58006,0.896458987001345
1202,Tata Group,Tata,UVs/MPVs,SUV-B,Nexon,2019-04-01,3976,25440,15.6289308176101
1203,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2019-04-01,7040,76018,9.2609645084059
1204,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2019-05-01,997,68783,1.44948606487068
1205,Renault-Nissan Alliance,Datsun,Cars,B,Go,2019-05-01,913,54292,1.68164738819716
1206,Renault-Nissan Alliance,Datsun,UVs/MPVs,MPV,Go+,2019-05-01,169,26513,0.637423150907102
1207,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2019-05-01,8068,68783,11.7296424988733
1208,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2019-05-01,2833,54292,5.21808001178811
1209,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2019-05-01,8384,54292,15.4424224563472
1210,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2019-05-01,9012,44602,20.2053719564145
1211,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2019-05-01,11897,15955,74.5659667815732
1212,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2019-05-01,40,15955,0.250705108116578
1213,Suzuki,Suzuki,Cars,A,Alto,2019-05-01,23867,68783,34.698980852827
1214,Suzuki,Suzuki,Cars,A,Celerio,2019-05-01,6281,68783,9.13161682392452
1215,Suzuki,Suzuki,Cars,A,Wagon R,2019-05-01,14566,68783,21.1767442536673
1216,Suzuki,Suzuki,Cars,B,Dzire,2019-05-01,19346,54292,35.6332424666618
1217,Suzuki,Suzuki,Cars,B,Swift,2019-05-01,18837,54292,34.6957194430119
1218,Suzuki,Suzuki,Cars,C,Baleno,2019-05-01,21690,44602,48.6301062732613
1219,Suzuki,Suzuki,Cars,C,Ciaz,2019-05-01,3834,44602,8.59602708398726
1220,Suzuki,Suzuki,Cars,SUV-B,Ignis,2019-05-01,2568,24875,10.3236180904523
1221,Suzuki,Suzuki,UVs/MPVs,SUV-B,SX4 S-CROSS,2019-05-01,1992,24875,8.00804020100503
1222,Suzuki,Suzuki,UVs/MPVs,SUV-B,Vitara Brezza,2019-05-01,14129,24875,56.8
1223,Suzuki,Suzuki,UVs/MPVs,MPV,Eeco,2019-05-01,10934,26513,41.2401463433033
1224,Suzuki,Suzuki,UVs/MPVs,MPV,Ertiga,2019-05-01,8627,26513,32.5387545732282
1225,VW Group,Skoda,Cars,C,Octavia (Laura),2019-05-01,340,44602,0.762297654813685
1226,VW Group,Skoda,Cars,D,Skoda Superb,2019-05-01,85,126,67.4603174603175
1227,VW Group,Skoda,UVs/MPVs,SUV-C,Kodiaq,2019-05-01,0,15955,0
1228,Toyota Group,Toyota,Cars,D,Camry,2019-05-01,41,126,32.5396825396825
1229,Toyota Group,Toyota,UVs/MPVs,SUV-D,Fortuner,2019-05-01,1748,9524,18.3536329273415
1230,Toyota Group,Toyota,UVs/MPVs,MPV,Innova,2019-05-01,6783,26513,25.5836759325614
1231,Honda,Honda,Cars,A,Amaze,2019-05-01,5795,68783,8.42504688658535
1232,Honda,Honda,Cars,B,Fit (Jazz),2019-05-01,833,54292,1.53429602888087
1233,Honda,Honda,Cars,C,City,2019-05-01,3947,44602,8.84937895161652
1234,Honda,Honda,UVs/MPVs,SUV-B,WR-V,2019-05-01,1680,24875,6.75376884422111
1235,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-A,KUV100,2019-05-01,1441,1441,100
1236,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Scorpio,2019-05-01,3811,15955,23.885929175807
1237,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-C,Thar,2019-05-01,207,15955,1.29739893450329
1238,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,SUV-D,Bolero,2019-05-01,7776,9524,81.6463670726585
1239,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Maxximo,2019-05-01,80,753,10.6241699867198
1240,Mahindra & Mahindra,Mahindra & Mahindra,UVs/MPVs,Unclassified,Supro,2019-05-01,673,753,89.3758300132802
1241,VW Group,VW,Cars,B,Polo,2019-05-01,2840,54292,5.23097325572828
1242,VW Group,VW,Cars,C,Vento,2019-05-01,5779,44602,12.9568180799067
1243,Tata Group,Tata,Cars,A,Tiago,2019-05-01,3535,68783,5.13935129319745
1244,Tata Group,Tata,Cars,B,Tigor,2019-05-01,306,54292,0.563618949384808
1245,Tata Group,Tata,UVs/MPVs,SUV-B,Nexon,2019-05-01,4506,24875,18.1145728643216
1246,Renault-Nissan Alliance,Renault,Cars,A,Kwid,2019-05-01,5674,68783,8.2491313260544
1247,Renault-Nissan Alliance,Datsun,Cars,A,Redi-GO,2019-06-01,516,55481,0.930048124583191
1248,Renault-Nissan Alliance,Datsun,Cars,B,Go,2019-06-01,574,51713,1.1099723473788
1249,Renault-Nissan Alliance,Datsun,UVs/MPVs,MPV,Go+,2019-06-01,417,22127,1.88457540561305
1250,Hyundai Kia Automotive Group,Hyundai,Cars,A,Grand i10,2019-06-01,8906,55481,16.0523422432905
1251,Hyundai Kia Automotive Group,Hyundai,Cars,B,Xcent,2019-06-01,3126,51713,6.04490166882602
1252,Hyundai Kia Automotive Group,Hyundai,Cars,B,i20,2019-06-01,11067,51713,21.4008083073889
1253,Hyundai Kia Automotive Group,Hyundai,Cars,C,Accent (Verna),2019-06-01,7241,32469,22.3012719825064
1254,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Creta (ix25),2019-06-01,13239,16844,78.5977202564712
1255,Hyundai Kia Automotive Group,Hyundai,UVs/MPVs,SUV-C,Tucson (ix35),2019-06-01,69,16844,0.409641415340774
1256,Suzuki,Suzuki,Cars,A,Alto,2019-06-01,15087,55481,27.1930931309818
1257,Suzuki,Suzuki,Cars,A,Celerio,2019-06-01,4178,55481,7.5305059389701
1258,Suzuki,Suzuki,Cars,A,Wagon R,2019-06-01,9831,55481,17.7195796759251
1259,Suzuki,Suzuki,Cars,B,Dzire,2019-06-01,14304,51713,27.660356196701
